ID;Partner neve;Székhelye;Megye;Teljesítés;Számlaszám;Termék megnevezése;Db;Egységár;Eá. Pénznem;Nettó ár;Nettó pénznem
283.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.09.03;2023-115;Ginseng;1;1 051,00   ;HUF;1 051   ;HUF
232.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-10;Ginseng;3;-870,00   ;HUF;-2 610   ;HUF
285.;AZILE Kft.;7624 Pécs, Barbakán tér 3. fsz.;BARANYA MEGYE;2023.08.14;2023-117;Omega 3;20;1 270,00   ;HUF;25 400   ;HUF
286.;AZILE Kft.;7624 Pécs, Barbakán tér 3. fsz.;BARANYA MEGYE;2023.08.14;2023-117;Ginseng;20;870,00   ;HUF;17 400   ;HUF
287.;Kecskeméti Szent György Patika Bt.;6000 Kecskemét, Budai utca 1.;BÁCS-KISKUN MEGYE;2023.08.14;2023-118;Fekete Magolaj;20;4 123,00   ;HUF;82 460   ;HUF
288.;Kecskeméti Szent György Patika Bt.;6000 Kecskemét, Budai utca 1.;BÁCS-KISKUN MEGYE;2023.08.14;2023-118;CBD 375 mg;20;4 655,00   ;HUF;93 100   ;HUF
233.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-10;Omega 3;20;-1 270,00   ;HUF;-25 400   ;HUF
505.;GS-Herc Bt;4251 Hajdúsámson, Hunyadi utca 2.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-2;Probiotikum;40;1 805,00   ;HUF;72 200   ;HUF
506.;GS-Herc Bt;4251 Hajdúsámson, Hunyadi utca 2.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-2;Kalcium+Vitamin D ;1;5,00   ;HUF;5   ;HUF
507.;GS-Herc Bt;4251 Hajdúsámson, Hunyadi utca 2.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-2;Vitamin D3;1;5,00   ;HUF;5   ;HUF
534.;HÁRS GYÓGYSZERTÁR Kft.;4030 Debrecen, Pandúr utca 2/A.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-3;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
535.;HÁRS GYÓGYSZERTÁR Kft.;4031 Debrecen, Pandúr utca 2/A.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-3;Fekete Magolaj;1;5,00   ;HUF;5   ;HUF
536.;HÁRS GYÓGYSZERTÁR Kft.;4032 Debrecen, Pandúr utca 2/A.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-3;Omega 3;1;5,00   ;HUF;5   ;HUF
537.;HÁRS GYÓGYSZERTÁR Kft.;4033 Debrecen, Pandúr utca 2/A.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-3;Koenzim Q10 30 db kapszula ;1;5,00   ;HUF;5   ;HUF
538.;HÁRS GYÓGYSZERTÁR Kft.;4034 Debrecen, Pandúr utca 2/A.;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-3;Ginseng;1;5,00   ;HUF;5   ;HUF
266.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.10;2023-11;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
299.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-122;Ginseng;9;783,00   ;HUF;7 047   ;HUF
300.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-122;Omega 3;10;1 143,00   ;HUF;11 430   ;HUF
301.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-122;Probiotikum;7;1 625,00   ;HUF;11 375   ;HUF
302.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-123;Ginseng;9;-783,00   ;HUF;-7 047   ;HUF
303.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-123;Omega 3;10;-1 143,00   ;HUF;-11 430   ;HUF
304.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-123;Probiotikum;7;-1 625,00   ;HUF;-11 375   ;HUF
305.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-124;Ginseng;9;783,00   ;HUF;7 047   ;HUF
306.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-124;Omega 3;10;1 143,00   ;HUF;11 430   ;HUF
307.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-124;Probiotikum;7;1 625,00   ;HUF;11 375   ;HUF
308.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.09.12;2023-124;Vitamin D3;1;1 143,00   ;HUF;1 143   ;HUF
309.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.10.05;2023-125;Vitamin D3;4;1 270,00   ;HUF;5 080   ;HUF
310.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.10.05;2023-125;Fekete Magolaj;18;4 340,00   ;HUF;78 120   ;HUF
311.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.10.05;2023-125;Ginseng;17;870,00   ;HUF;14 790   ;HUF
312.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.10.05;2023-125;Kalcium+Vitamin D ;2;835,00   ;HUF;1 670   ;HUF
313.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.10.05;2023-125;Omega 3;14;1 270,00   ;HUF;17 780   ;HUF
314.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.10.05;2023-125;Probiotikum;40;1 805,00   ;HUF;72 200   ;HUF
315.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.10.11;2023-126;Fekete Magolaj;4;4 340,00   ;HUF;17 360   ;HUF
316.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.10.11;2023-126;Ginseng;3;870,00   ;HUF;2 610   ;HUF
317.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.10.11;2023-126;Kalcium+Vitamin D ;5;835,00   ;HUF;4 175   ;HUF
318.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.10.11;2023-126;Koenzim Q10 30 db kapszula ;5;1 200,00   ;HUF;6 000   ;HUF
319.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.10.11;2023-126;Omega 3;9;1 270,00   ;HUF;11 430   ;HUF
320.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.10.11;2023-126;Probiotikum;21;1 805,00   ;HUF;37 905   ;HUF
267.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.10;2023-11;Vitamin D3;20;1 270,00   ;HUF;25 400   ;HUF
268.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.10;2023-11;Koenzim Q10 30 db kapszula ;20;1 200,00   ;HUF;24 000   ;HUF
269.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.10;2023-11;Fekete Magolaj;3;4 340,00   ;HUF;13 020   ;HUF
270.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.10;2023-11;Ginseng;3;870,00   ;HUF;2 610   ;HUF
271.;JÓZSAI PATIKA Bt.;4226 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.10;2023-11;Omega 3;20;1 270,00   ;HUF;25 400   ;HUF
292.;"""MÁTYÁS KIRÁLY"" Kft.";4028 Debrecen, Laktanya utca 23.;HAJDÚ-BIHAR MEGYE;2023.01.12;2023-12;Ginseng;20;870,00   ;HUF;17 400   ;HUF
327.;Sanavita Bt.;5340 Kunhegyes, Kossuth u. 54.;JÁSZ-NAGYKUN-SZOLNOK MEGYE;2023.01.12;2023-13;Probiotikum;40;1 805,00   ;HUF;72 200   ;HUF
328.;Sanavita Bt.;5340 Kunhegyes, Kossuth u. 54.;JÁSZ-NAGYKUN-SZOLNOK MEGYE;2023.01.12;2023-13;Omega 3;10;1 270,00   ;HUF;12 700   ;HUF
329.;Sanavita Bt.;5340 Kunhegyes, Kossuth u. 54.;JÁSZ-NAGYKUN-SZOLNOK MEGYE;2023.01.12;2023-13;Probiotikum;8;5,00   ;HUF;40   ;HUF
330.;Sanavita Bt.;5340 Kunhegyes, Kossuth u. 54.;JÁSZ-NAGYKUN-SZOLNOK MEGYE;2023.01.12;2023-13;Omega 3;2;5,00   ;HUF;10   ;HUF
479.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Vitamin D3;20;1 270,00   ;HUF;25 400   ;HUF
480.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Kalcium+Vitamin D ;20;835,00   ;HUF;16 700   ;HUF
481.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Fekete Magolaj;20;4 340,00   ;HUF;86 800   ;HUF
482.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Ginseng;20;870,00   ;HUF;17 400   ;HUF
483.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Koenzim Q10 30 db kapszula ;20;1 200,00   ;HUF;24 000   ;HUF
484.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Omega 3;20;1 270,00   ;HUF;25 400   ;HUF
485.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
486.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Vitamin D3;4;5,00   ;HUF;20   ;HUF
487.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Kalcium+Vitamin D ;4;5,00   ;HUF;20   ;HUF
488.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Fekete Magolaj;4;5,00   ;HUF;20   ;HUF
489.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Ginseng;4;5,00   ;HUF;20   ;HUF
490.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Koenzim Q10 30 db kapszula ;4;5,00   ;HUF;20   ;HUF
491.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Omega 3;4;5,00   ;HUF;20   ;HUF
492.;"""FICTILE PHARMA"" Bt.";4029 Debrecen, Csapó utca 22. fszt.2.;HAJDÚ-BIHAR MEGYE;2023.01.18;2023-17;Probiotikum;4;5,00   ;HUF;20   ;HUF
437.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Vitamin D3;20;1 270,00   ;HUF;25 400   ;HUF
438.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
347.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.11.04;2023-133;Vitamin D3;46;1 270,00   ;HUF;58 420   ;HUF
348.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.11.04;2023-133;Fekete Magolaj;3;4 340,00   ;HUF;13 020   ;HUF
349.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.11.04;2023-133;Ginseng;11;870,00   ;HUF;9 570   ;HUF
350.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.11.04;2023-133;Kalcium+Vitamin D ;5;835,00   ;HUF;4 175   ;HUF
351.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.11.04;2023-133;Omega 3;18;1 270,00   ;HUF;22 860   ;HUF
352.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.11.04;2023-133;Probiotikum;50;1 805,00   ;HUF;90 250   ;HUF
353.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.11.10;2023-134;Ginseng;4;914,00   ;HUF;3 656   ;HUF
354.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.11.10;2023-134;Kalcium+Vitamin D ;2;878,00   ;HUF;1 756   ;HUF
355.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.11.10;2023-134;Koenzim Q10 30 db kapszula ;2;1 266,00   ;HUF;2 532   ;HUF
356.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.11.10;2023-134;Omega 3;2;1 334,00   ;HUF;2 668   ;HUF
357.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.11.10;2023-134;Probiotikum;20;1 895,00   ;HUF;37 900   ;HUF
358.;Kecskeméti Szent György Patika Bt.;6000 Kecskemét, Budai utca 1.;BÁCS-KISKUN MEGYE;2023.10.23;2023-135;CBD 375 mg;20;4 655,00   ;HUF;93 100   ;HUF
439.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Fekete Magolaj;20;4 340,00   ;HUF;86 800   ;HUF
440.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Kalcium+Vitamin D ;10;835,00   ;HUF;8 350   ;HUF
441.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Ginseng;1;5,00   ;HUF;5   ;HUF
442.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Koenzim Q10 30 db kapszula ;1;5,00   ;HUF;5   ;HUF
443.;Pappné Vass Anikó Eleonóra;4324 Kállósemjén, Kossuth út 87.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.01.18;2023-16;Omega 3;1;5,00   ;HUF;5   ;HUF
508.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9.;HAJDÚ-BIHAR MEGYE;2023.01.19;2023-20;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
509.;TECTRA 95 Kft.;4200 Hajdúszoboszló, Széchenyi u. 14.;HAJDÚ-BIHAR MEGYE;2023.01.23;2023-21;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
510.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2023.01.25;2023-22;Vitamin D3;8;1 270,00   ;HUF;10 160   ;HUF
511.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2023.01.25;2023-22;Fekete Magolaj;2;4 340,00   ;HUF;8 680   ;HUF
512.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2023.01.25;2023-22;Omega 3;5;1 270,00   ;HUF;6 350   ;HUF
513.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2023.01.25;2023-22;Kalcium+Vitamin D ;4;835,00   ;HUF;3 340   ;HUF
514.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2023.01.25;2023-22;Koenzim Q10 30 db kapszula ;14;1 400,00   ;HUF;19 600   ;HUF
515.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2023.01.25;2023-22;Probiotikum;2;1 805,00   ;HUF;3 610   ;HUF
516.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9.;HAJDÚ-BIHAR MEGYE;2023.01.27;2023-23;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
517.;Varga Reformház Kft.;4030 Debrecen, Epreskert u. 88.;HAJDÚ-BIHAR MEGYE;2023.02.06;2023-24;Ginseng;2;870,00   ;HUF;1 740   ;HUF
518.;Varga Reformház Kft.;4030 Debrecen, Epreskert u. 88.;HAJDÚ-BIHAR MEGYE;2023.02.06;2023-24;Kalcium+Vitamin D ;1;835,00   ;HUF;835   ;HUF
519.;Varga Reformház Kft.;4030 Debrecen, Epreskert u. 88.;HAJDÚ-BIHAR MEGYE;2023.02.06;2023-24;Omega 3;1;1 270,00   ;HUF;1 270   ;HUF
376.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.30;2023-14;Ginseng;3;-870,00   ;HUF;-2 610   ;HUF
377.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.30;2023-14;Kalcium+Vitamin D ;2;-835,00   ;HUF;-1 670   ;HUF
378.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.30;2023-14;Probiotikum;4;-1 805,00   ;HUF;-7 220   ;HUF
520.;Varga Reformház Kft.;4030 Debrecen, Epreskert u. 88.;HAJDÚ-BIHAR MEGYE;2023.02.06;2023-24;Probiotikum;1;1 805,00   ;HUF;1 805   ;HUF
521.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
522.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Probiotikum;4;5,00   ;HUF;20   ;HUF
523.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Ginseng;10;870,00   ;HUF;8 700   ;HUF
524.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Ginseng;2;5,00   ;HUF;10   ;HUF
525.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Vitamin D3;10;1 270,00   ;HUF;12 700   ;HUF
385.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.12.06;2023-144;Ginseng;23;783,00   ;HUF;18 009   ;HUF
386.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.12.06;2023-144;Omega 3;7;1 143,00   ;HUF;8 001   ;HUF
387.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.12.06;2023-144;Probiotikum;54;1 625,00   ;HUF;87 750   ;HUF
388.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.12.06;2023-144;Vitamin D3;1;1 143,00   ;HUF;1 143   ;HUF
526.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Vitamin D3;2;5,00   ;HUF;10   ;HUF
390.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.12.06;2023-146;Omega 3;7;1 270,00   ;HUF;8 890   ;HUF
391.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.12.06;2023-146;Kalcium+Vitamin D ;5;835,00   ;HUF;4 175   ;HUF
392.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.12.06;2023-146;Ginseng;3;870,00   ;HUF;2 610   ;HUF
393.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.12.06;2023-146;Fekete Magolaj;2;4 340,00   ;HUF;8 680   ;HUF
394.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.12.06;2023-146;Vitamin D3;5;1 270,00   ;HUF;6 350   ;HUF
395.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.12.10;2023-147;Ginseng;3;1 051,00   ;HUF;3 153   ;HUF
396.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.12.10;2023-147;Koenzim Q10 30 db kapszula ;3;1 449,00   ;HUF;4 347   ;HUF
397.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.12.10;2023-147;Omega 3;1;1 534,00   ;HUF;1 534   ;HUF
398.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.12.10;2023-147;Probiotikum;107;2 179,00   ;HUF;233 153   ;HUF
527.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Koenzim Q10 30 db kapszula ;20;1 200,00   ;HUF;24 000   ;HUF
528.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.06;2023-25;Koenzim Q10 30 db kapszula ;4;5,00   ;HUF;20   ;HUF
533.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9.;HAJDÚ-BIHAR MEGYE;2023.02.08;2023-28;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
532.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.08;2023-27;CBD 375 mg;40;9 900,00   ;HUF;396 000   ;HUF
403.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.31;2023-15;Ginseng;3;870,00   ;HUF;2 610   ;HUF
404.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.31;2023-15;Kalcium+Vitamin D ;2;835,00   ;HUF;1 670   ;HUF
405.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.31;2023-15;Probiotikum;4;1 805,00   ;HUF;7 220   ;HUF
542.;TECTRA 95 Kft.;4200 Hajdúszoboszló, Széchenyi u. 14.;HAJDÚ-BIHAR MEGYE;2023.02.16;2023-33;Probiotikum;40;1 805,00   ;HUF;72 200   ;HUF
543.;TECTRA 95 Kft.;4200 Hajdúszoboszló, Széchenyi u. 14.;HAJDÚ-BIHAR MEGYE;2023.02.16;2023-33;Probiotikum;2;5,00   ;HUF;10   ;HUF
1016.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-54;Kalcium+Vitamin D ;10;584,50   ;HUF;5 845   ;HUF
1017.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-54;Omega 3;10;889,00   ;HUF;8 890   ;HUF
1018.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-54;Vitamin D3;10;889,00   ;HUF;8 890   ;HUF
1019.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-54;Koenzim Q10 30 db kapszula ;10;980,00   ;HUF;9 800   ;HUF
1020.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-55;Probiotikum;10;1 624,50   ;HUF;16 245   ;HUF
1021.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-56;Ginseng;8;870,00   ;HUF;6 960   ;HUF
1022.;FEHÉRTÓ-PATIKA Bt.;4244 Újfehértó, Bartók Béla út 11.;SZABOLCS-SZATMÁR BEREG MEGYE;2023.02.16;2024-56;Ginseng;2;5,00   ;HUF;10   ;HUF
546.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9.;HAJDÚ-BIHAR MEGYE;2023.02.20;2023-36;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
547.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9.;HAJDÚ-BIHAR MEGYE;2023.02.21;2023-37;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
560.;ELIXIRIUM Bt.;4100 Berettyóújfalu, Bajcsy-Zsilinszky Endre u. 3-5.;HAJDÚ-BIHAR MEGYE;2023.02.21;2023-40;Kalcium+Vitamin D ;10;835,00   ;HUF;8 350   ;HUF
418.;AZILE Kft.;7624 Pécs, Barbakán tér 3. fsz.;BARANYA MEGYE;2023.11.23;2023-153;Ginseng;20;870,00   ;HUF;17 400   ;HUF
561.;ELIXIRIUM Bt.;4100 Berettyóújfalu, Bajcsy-Zsilinszky Endre u. 3-5.;HAJDÚ-BIHAR MEGYE;2023.02.21;2023-40;Ginseng;10;870,00   ;HUF;8 700   ;HUF
562.;ELIXIRIUM Bt.;4100 Berettyóújfalu, Bajcsy-Zsilinszky Endre u. 3-5.;HAJDÚ-BIHAR MEGYE;2023.02.21;2023-40;Vitamin D3;10;1 270,00   ;HUF;12 700   ;HUF
